2.972614	3.666224	s
6.313232	6.750273	bs
9.946135	10.328546	bs
12.326907	13.060588	b
14.209097	14.306557	s
16.426323	16.913626	bs
18.188568	18.688053	b
20.832184	21.148931	bs
24.596596	24.962073	bs
26.911283	27.739698	bs
29.359979	29.676725	bs
31.297006	31.686848	bs
32.624906	32.953835	o
33.611694	34.208639	bs
39.020752	39.544602	bs
41.030875	41.311074	bs
42.578061	42.797347	s
43.430840	43.820682	bs
47.853111	48.413509	bs
51.178951	51.471332	bs
52.628676	52.981970	bs
54.382965	54.784989	bs
55.747412	56.076341	bs
58.257020	58.378846	s
59.048887	59.389999	p
