1.678471	2.011690	s
3.957913	4.342822	bs
5.882460	6.254953	bs
8.216749	8.551993	bs
10.315127	10.737285	bs
11.892014	12.252090	bs
13.369569	13.667564	o
14.800389	15.197715	bs
17.171928	17.494755	bs
20.760277	21.256934	bs
23.020068	23.367728	b
24.659037	25.230193	bs
27.129908	27.465151	b
29.166203	29.762191	bs
31.835736	32.133730	o
33.089796	33.586453	bs
35.995241	36.243570	o
37.087887	37.683876	bs
40.353409	40.787985	bs
41.545387	41.669551	s
42.240707	42.563535	bs
43.296104	43.643764	p
43.296104	43.929342	bs
45.046821	45.332399	b
