0.890440	1.929287	b
3.456270	3.822497	b
4.600730	5.333184	bs
6.866761	7.713661	s
10.139917	11.032596	bs
13.939525	14.877982	bs
16.022442	16.548894	s
18.380030	19.204041	s
20.554504	21.012288	s
22.202527	22.980760	s
25.657246	25.847210	s
27.050316	27.968476	bs
29.139921	29.472358	s
30.501330	30.817937	s
31.973552	33.129167	s
33.718629	34.035235	s
34.779262	35.254172	s
37.454589	37.992821	s
39.148436	40.114087	s
41.158889	41.807933	o
42.805245	43.501780	s
43.945030	44.166654	s
46.319581	46.620357	s
47.000286	47.158589	s
47.934276	48.820775	bs
49.169042	49.533140	s
50.577943	50.910380	s
52.477584	53.300762	bs
54.313904	54.646341	s
55.358706	56.023581	s
57.274178	57.844070	bs
