1.262176	2.204601	p
1.262176	2.574840	bs
5.267483	5.435773	p
5.267483	6.142592	bs
7.488913	7.741349	b
8.330364	8.801577	s
9.104499	9.542054	b
10.316188	10.854717	p
10.316188	11.477391	bs
12.015919	12.268355	p
13.294925	13.665163	b
13.948244	14.639337	b
14.009613	14.176186	p
16.738394	16.998572	p
17.236808	17.402946	p
17.844936	18.804148	bs
20.881412	21.894438	bs
22.116650	22.208149	p
22.835572	23.070856	p
23.070856	23.469530	bs
24.430271	25.240692	bs
26.129541	26.240647	p
26.129541	26.240647	s
26.959569	27.273281	p
26.959569	27.273281	bs
27.410529	27.953000	p
27.410529	27.953000	bs
