2.363757	3.316315	bs
11.296652	11.811467	bs
13.184309	13.355915	o
13.999434	14.385546	s
17.483662	17.845834	bs
19.325475	19.528291	o
21.085629	21.665103	bs
24.106140	24.787022	bs
27.445361	27.974132	bs
31.349571	31.842124	o
32.494033	33.211133	bs
36.180940	36.485164	o
38.382943	39.353563	bs
40.266235	40.374886	o
43.467832	44.011089	bs
47.118521	47.611074	bs
47.951516	48.161575	o
51.529771	51.776047	bs
52.920510	53.260951	bs
53.891129	54.072215	o
54.485091	54.840019	s
56.129350	56.469791	b
57.838799	58.600000	bs
