2.566554	2.820166	o
5.285274	6.198278	o
6.705502	7.354749	bs
8.501075	8.714109	s
9.444512	9.850291	s
12.335689	12.822624	o
14.932676	15.064554	o
17.478940	17.631108	s
18.939746	19.457114	bs
21.262832	21.851212	bs
22.774359	23.180139	bs
24.924989	25.148168	s
26.446661	26.720562	o
27.197353	27.521976	s
27.775588	28.343679	b
28.861048	29.530584	o
31.163845	31.792803	bs
32.442050	32.857973	s
35.049181	35.576694	bs
36.094063	36.438975	o
36.875188	37.473712	o
38.021514	38.254837	o
38.711339	38.863506	o
41.095292	41.612660	b
43.195199	43.631412	bs
