0.000000	7.286953	b
10.671603	11.587449	bs
13.538600	14.295169	bs
15.569390	16.445418	bs
17.354427	17.720079	o
19.576469	20.223392	b
22.023527	23.092357	bs
25.595670	26.130085	b
27.030153	27.508314	bs
28.999051	29.561593	b
30.349152	30.742931	b
31.249219	31.502363	b
32.627448	33.274371	b
35.552667	38.843539	bs
39.490463	40.165513	bs
41.543742	42.387555	bs
43.934546	44.272071	b
45.340902	46.156588	bs
47.084782	47.450435	b
47.900469	48.378629	b
49.925621	51.725756	bs
54.190414	54.399776	b
55.117591	56.313948	bs
57.410209	57.993433	bs
59.608516	59.907606	b
60.371194	60.834783	bs
62.441101	62.598129	b
