1.765938	2.557565	b
4.124681	4.608784	o
5.759149	6.376797	bs
8.179661	8.566093	bs
10.479432	10.658807	o
11.826822	12.161657	bs
13.213993	14.182620	b
16.382959	16.849335	s
18.272381	18.475673	o
19.121425	20.616220	b
23.163352	24.167854	b
24.849481	25.172357	o
26.404068	26.930236	s
28.209781	28.819658	o
29.429535	29.656744	s
30.529704	31.809249	b
32.933335	33.854129	b
35.875093	36.425178	bs
37.082888	37.429680	b
38.828809	39.271268	bs
40.120312	40.825856	b
41.316149	43.050112	o
44.987367	45.537451	bs
50.894799	51.779717	bs
52.640720	53.956140	o
58.177442	58.619902	s
59.229778	60.162531	bs
60.975700	61.334451	s
62.625954	63.295622	s
64.204458	65.747087	bs
68.114843	68.904095	o
69.286763	70.984851	o
71.762144	72.443771	o
73.197148	73.687441	o
74.165775	74.691944	o
