1.277720	1.801376	bs
4.671009	4.850550	s
5.317287	5.965532	s
6.873077	7.689866	bs
8.078814	8.221428	o
10.373604	10.931095	s
12.072008	12.460956	b
13.433324	14.068605	bs
15.622725	15.907953	s
17.969375	18.487971	bs
18.863954	19.006568	s
19.784463	19.953007	s
21.651411	22.286692	bs
23.518359	23.738762	b
25.229728	26.059483	b
26.578079	26.798483	s
27.317079	27.602308	s
28.535782	28.691361	s
29.767449	30.454589	b
32.645660	32.969783	s
34.681152	35.303468	s
35.770205	36.211012	b
36.807398	37.027802	o
37.585293	38.077960	o
38.998469	39.802294	bs
40.593154	41.124716	bs
41.453324	41.593659	o
43.717585	44.192050	s
44.706610	45.568666	b
46.383944	46.918552	b
47.814020	48.014499	b
49.197319	49.625006	o
50.467014	51.041717	bs
52.912846	53.454137	b
55.445552	56.260830	bs
59.682322	60.477552	bs
61.192591	61.647008	bs
64.781148	65.322439	b
66.826024	67.153472	o
