3.447136	3.862454	bs
6.188233	6.603550	bs
9.855556	10.205561	bs
11.940372	12.351248	o
12.838212	13.157782	bs
14.329540	14.892593	bs
16.724180	17.256797	bs
18.519861	18.930737	o
19.250307	19.676401	bs
20.924247	21.259035	bs
25.215619	25.733019	bs
26.859124	27.452612	bs
31.576590	31.957031	o
32.489648	33.417924	bs
36.507104	39.504978	b
41.620229	41.894146	bs
44.922455	45.318114	bs
46.976836	47.205101	o
48.909476	49.487746	bs
52.729102	53.079107	bs
54.220430	54.433477	bs
55.300882	55.559582	bs
57.963968	58.650833	bs
