1.166146	1.719571	s
3.004308	3.261255	s
5.297069	5.988850	bs
6.660867	6.858519	b
9.012923	9.526818	o
10.001183	10.605382	bs
12.023797	12.634807	b
13.223994	13.671341	bs
15.580746	15.875340	s
16.791854	16.999161	s
17.566527	18.035695	bs
19.159517	19.683239	b
21.112565	21.712664	bs
23.840287	24.298544	bs
25.575118	25.749692	b
26.349791	27.899137	b
31.707036	32.274402	bs
34.740263	35.285807	b
36.944262	37.588004	b
40.130241	40.588498	bs
42.886148	43.211989	bs
44.748874	44.917225	s
45.384265	45.856735	b
48.121332	48.631816	b
50.527127	50.814953	bs
