3.715240	3.812582	b
4.283071	4.591322	b
4.932021	5.580971	b
6.857933	7.794440	bs
6.857933	7.143307	p
8.172258	8.461650	bs
8.461650	8.566153	p
10.655273	11.676185	bs
14.461589	15.836203	bs
17.126412	17.536384	b
17.946357	18.247808	b
18.738167	19.529977	bs
20.000240	20.281594	b
20.984979	22.013930	bs
24.087910	25.434389	bs
26.736656	27.279267	b
28.127348	28.597610	b
29.156299	29.437653	b
29.775277	30.768055	bs
31.290569	31.370956	b
32.974673	33.686096	b
34.847686	35.153155	bs
35.587244	35.711844	s
36.435325	36.571983	s
36.953820	38.139526	bs
41.262554	41.929764	bs
43.332514	44.514200	bs
45.113082	45.261798	b
46.166149	46.716799	bs
48.065195	49.182425	bs
49.648747	49.838191	b
50.037349	50.411379	b
52.096939	53.495906	bs
54.890015	55.443773	bs
58.047405	58.848897	bs
60.403304	60.714186	b
61.175651	61.753696	b
62.987507	63.118660	b
63.861861	64.517627	bs
67.466143	68.151054	bs
69.705462	70.477808	bs
72.124508	72.386815	bs
73.159161	74.208386	bs
74.937014	75.048738	b
76.948029	77.152045	b
