0.717875	1.187255	o
3.188189	3.684288	bs
4.229997	5.238732	o
6.164784	6.445907	o
8.827183	9.207526	o
10.662750	11.224996	b
11.658332	12.005601	o
14.949123	15.362539	b
16.189371	17.165033	o
17.892645	18.950990	o
19.678602	20.306995	b
20.968460	21.894512	bs
23.961592	25.152230	b
25.846769	26.690138	b
27.979996	28.509168	bs
30.559712	30.989664	b
31.452690	31.816497	o
32.279522	32.858305	s
33.552844	34.197773	b
34.545042	35.338801	o
36.992465	38.331933	o
39.985597	40.845502	o
41.457358	42.383410	o
44.500100	45.178102	b
48.468894	49.361872	b
49.808361	50.254851	o
51.643929	52.123491	b
52.636127	52.917250	bs
56.141895	56.588384	b
58.523171	59.531906	bs
60.904447	61.549376	b
62.343135	63.351870	o
66.080416	66.989931	o
67.684470	68.230179	o
68.941255	69.635794	o
72.066680	72.876975	bs
74.183370	74.977128	o
76.531573	77.953724	o
