0.789001	1.158321	bs
2.612747	2.913062	b
2.612747	2.913062	p
3.313483	3.423599	o
4.714957	5.245515	bs
8.448882	8.899356	bs
11.872481	12.202829	b
13.033702	13.223902	p
13.834544	14.254986	b
15.456249	15.856670	b
16.947817	17.288175	s
18.239175	18.819785	bs
20.491543	20.661722	p
22.193332	22.393542	p
22.193332	22.904079	bs
24.485742	24.976257	bs
25.546703	25.772462	b
25.546703	25.772462	p
26.714652	27.119123	bs
28.101746	28.495479	p
28.101746	28.831941	bs
30.263694	30.575101	b
31.860100	32.157189	b
31.860100	32.157189	p
33.553149	34.029207	b
34.512424	34.780877	p
34.512424	34.780877	b
35.876169	36.252004	bs
37.111057	37.415304	p
37.111057	37.812616	bs
38.714621	39.265846	b
41.245246	41.499382	p
41.245246	41.776458	bs
