1.097693	1.881759	b
3.231854	3.390818	s
3.914491	4.033714	s
4.689441	5.444521	bs
6.815586	7.689889	bs
9.796163	9.915386	p
10.749948	11.624250	bs
12.359459	12.558164	s
14.247158	15.061849	bs
16.174598	16.711102	s
17.346958	17.625145	b
19.194916	19.453232	s
20.784557	21.599248	bs
23.248501	23.824745	bs
26.785452	27.719366	bs
30.521108	31.435152	bs
33.422203	33.660649	bs
34.495211	35.011844	s
36.839932	37.197601	bs
38.230868	39.303875	bs
41.867171	42.264582	s
43.258107	43.675388	bs
45.245159	45.761792	bs
