1.046477	1.350293	bs
3.296967	3.488258	bs
5.502446	5.772505	b
6.458904	7.055283	bs
8.691171	8.865230	s
9.269978	9.353137	p
10.383875	10.586158	p
10.383875	10.981530	bs
12.654965	13.221971	p
12.654965	13.549915	bs
14.573591	14.996547	s
14.573591	14.996547	p
15.968120	16.335907	bs
17.617035	18.027731	p
17.617035	18.318897	bs
18.760242	19.069797	bs
19.630673	20.130251	bs
20.614505	21.233615	p
20.614505	21.561559	s
22.088721	22.781388	bs
23.510834	23.875557	l
24.460953	24.776637	bs
25.165879	25.267021	p
26.416358	26.676327	p
26.416358	26.676327	bs
