1.769269	2.549269	bs
5.517075	6.125855	bs
6.582441	6.905855	s
8.294636	9.150734	b
10.672686	11.490735	bs
13.012686	13.450247	o
15.333662	16.456102	bs
18.891224	19.728298	o
20.508298	21.021957	s
21.973176	22.543908	b
23.133664	24.408299	bs
25.835128	26.900495	b
27.794641	28.346349	b
29.487812	30.572203	bs
32.132203	33.254643	b
35.556594	36.241473	b
36.945375	37.896595	bs
41.986840	42.614645	o
44.593182	45.829768	o
48.797573	49.406354	bs
52.830745	53.306355	b
54.600014	55.056599	bs
55.627331	56.654648	b
58.671234	59.850747	bs
62.019528	62.495138	b
66.718553	67.593676	bs
68.259529	68.735139	o
72.520994	73.300994	b
73.852702	74.803921	bs
77.467337	77.866849	bs
79.902459	80.853679	bs
82.033191	82.756118	b
83.783436	84.449290	o
87.302949	87.778559	bs
89.395632	90.251730	bs
91.355145	92.610755	bs
94.532219	95.198073	b
95.997097	96.662951	b
