0.000000	0.919334	bs
3.562418	4.165731	bs
4.910054	5.312184	o
6.027081	6.712191	b
6.980278	7.635600	b
8.469647	8.931352	bs
10.599446	10.912213	b
11.403705	11.984559	b
13.518610	14.114358	bs
16.144767	16.517109	b
17.232006	17.917117	bs
20.076702	20.702238	bs
22.757568	23.249060	b
24.574599	25.229921	bs
27.046952	27.985255	bs
28.804408	29.549093	o
30.815057	31.783148	b
32.572514	33.570391	bs
34.389545	34.895930	b
35.536359	36.102320	s
36.906579	37.353390	b
38.142756	38.947016	bs
41.836393	42.432140	bs
43.444912	44.010872	bs
45.842797	46.378970	bs
