0.000000	0.463270	bs
2.823325	3.522601	bs
4.650183	5.157158	b
5.830210	6.407113	bs
8.601090	9.099324	b
9.754895	10.069569	s
10.803808	11.363229	bs
13.050231	13.697061	b
14.151590	14.466264	s
15.322877	16.118303	bs
16.642760	17.717896	b
19.737054	20.261511	bs
21.476502	22.420525	bs
23.862780	24.736875	bs
25.768307	26.458841	b
27.053225	28.093398	b
28.748969	29.413281	bs
31.222656	31.755854	b
33.101960	33.635157	b
34.247023	34.981263	bs
38.058076	38.600014	b
40.190866	40.566727	bs
41.799200	42.708258	bs
46.091004	46.799021	bs
49.692274	50.505182	bs
52.096034	53.000000	bs
