0.789046	1.462055	bs
2.750056	3.190993	b
4.121786	4.420976	p
4.420976	4.931535	bs
6.188027	6.723138	bs
7.673303	7.940859	p
7.673303	8.424517	bs
10.146532	10.376356	p
10.376356	11.350533	bs
12.619707	12.705462	p
12.705462	13.268015	bs
14.753291	14.965964	p
14.965964	15.490784	bs
16.053337	16.183685	p
16.183685	16.722226	bs
17.542044	17.600358	p
18.241805	18.993019	bs
19.318888	19.637897	p
19.637897	20.018649	b
21.980723	22.646182	bs
23.109259	23.277339	p
23.277339	23.610068	bs
24.519072	24.772906	p
24.772906	25.181100	bs
27.153465	27.300964	p
27.300964	27.925260	bs
29.163563	29.503152	b
30.316110	30.460178	p
30.460178	31.101626	bs
33.310675	33.447883	p
33.447883	34.000145	bs
